Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Sebastian Paz","DSU",,0.1,0,53.99999839067464,0,0,0,0.16666667,-0.16666667,0.9,32.99999901652339,0.9,0.09090909,269.9999919533732,23.314330232143416,246.68566172122976,"Sebastian Paz","sa3065590",
"Will Russotti","HC",20,0.1,0,53.99999839067464,0,0,0,0.22222222,-0.22222222,0.83333333,20.999999374151248,0.83333333,0,215.99999356269856,31.695775371789956,184.3042181909086,"Will Russotti","sa3066399",
"Amaan Khan","SLU",,0.1,0,26.99999919533732,0,0,0,0.1,-0.1,0.77777778,23.999999284744284,0.77777778,0.125,188.99999436736124,13.436622065305716,175.5633723020555,"Amaan Khan","sa3059673",
"Jaxson Ingle","CARK",,0.2,0,53.99999839067464,0,0,0,0.23529412,-0.23529412,0.83333333,20.999999374151248,0.83333333,0.13333333,161.99999517202392,26.67721891105177,135.32277626097215,"Jaxson Ingle","sa3059567",
"Jameson Ferraro","CARK",21,0.1,0,53.99999839067464,0,0,0,0.33333333,-0.33333333,0.75,14.999999552965177,0.75,0,134.9999959766866,22.177219045162214,112.82277693152437,"Jameson Ferraro","sa3031271",
"James Reese","LAF",21,0.1,0,26.99999919533732,0,0,0,0.16666667,-0.16666667,0.66666667,8.999999731779106,0.66666667,0,134.9999959766866,31.695775371789956,103.30422060489664,"James Reese","sa3040546",
"Ryan Brader","MAN",,0.1,26.99999919533732,107.99999678134928,0.25,0,0.16666667,0.66666667,-0.5,0.5,14.999999552965177,1,0,134.9999959766866,34.36880375146868,100.63119222521792,"Ryan Brader","sa3066922",
"William Price","EKU",,0.1,26.99999919533732,53.99999839067464,0.5,53.99999839067464,0.11111111,0.22222222,-0.11111111,0.5,11.999999642372142,0,-0.23809524,215.99999356269856,121.17721609473239,94.82277746796618,"William Price","sa3060304",
"Corey Battey","PV",,0.1,0,107.99999678134928,0,0,0,0.57142857,-0.57142857,0.66666667,17.99999946355821,0.66666667,0.16666667,134.9999959766866,41.43070800304416,93.56928797364243,"Corey Battey","sa3026723",
"Andrew Rucci","WAG",,0.1,0,107.99999678134928,0,0,0,0.66666667,-0.66666667,0,11.999999642372142,0,0,134.9999959766866,50.31432942748074,84.68566654920585,"Andrew Rucci","sa3041250",
"Leo Simpson","TOW",,0.2,13.49999959766866,94.49999718368062,0.14285714,0,0.06666667,0.46666667,-0.4,0.6,14.999999552965177,0.75,0.30769231,121.49999637901794,46.33929051160816,75.16070586740977,"Leo Simpson","sa3066401",
"MJ Phillips","TOW",,0.1,26.99999919533732,53.99999839067464,0.5,0,0.2,0.4,-0.2,0,5.999999821186071,0,0,107.99999678134928,34.33929086923602,73.66070591211326,"MJ Phillips","sa3060265",
"Luke Matta","DAY",21,1,9,18,0.5,0,0.08333333,0.16666667,-0.08333333,0.7,9,0.77777778,0.11111111,72,8.43662233352661,63.563377666473386,"Luke Matta","sa3037316",
"Marshall Brown","LR",,0.1,0,53.99999839067464,0,0,0,0.5,-0.5,0.5,8.999999731779106,0.5,0,80.99999758601196,22.139923703670515,58.86007388234144,"Marshall Brown","sa3066174",
"Daniel Ortiz","ALST",,0.1,0,107.99999678134928,0,0,0,0.8,-0.8,0,11.999999642372142,0,0.2,107.99999678134928,50.43070773482327,57.56928904652601,"Daniel Ortiz","sa3066085",
"Wes Moore","UAB",,0.1,0,26.99999919533732,0,26.99999919533732,0,0.14285714,-0.14285714,0.66666667,14.999999552965177,0.6,0,107.99999678134928,51.95964307785039,56.040353703498894,"Wes Moore","sa3066799",
"Devin Hunt","HC",,1.1,20.24999939650299,60.74999818950897,0.33333333,6.74999979883433,0.125,0.375,-0.25,0.54545455,11.249999664723884,0.71428571,0.22727273,94.49999718368062,39.195775148272546,55.304222035408074,"Devin Hunt","sa3059551",
"Lucas Dixon","COLU",,0.2,13.49999959766866,0,1,0,0.14285714,0,0.14285714,0.71428571,7.499999776482588,0.83333333,0.2,53.99999839067464,1.4895604074001287,52.510437983274514,"Lucas Dixon","sa3067004",
"Brady Daniels","DSU",,0.1,26.99999919533732,53.99999839067464,0.5,26.99999919533732,0.2,0.4,-0.2,0.66666667,11.999999642372142,1,0,107.99999678134928,56.31432924866681,51.68566753268247,"Brady Daniels","sa3029819",
"Simon Bargo","OSU",19,0.1,0,134.9999959766866,0,0,0,0.71428571,-0.71428571,0,14.999999552965177,0,0.16666667,107.99999678134928,57.837757122516685,50.1622396588326,"Simon Bargo","sa3026559",
"Mason Hutsell","WES",22,0.1,0,0,0,0,0,0,0,0.66666667,5.999999821186071,0.66666667,0,53.99999839067464,4.177219581604004,49.822778809070634,"Mason Hutsell","sa3067111",
"Colin Caycedo","LMU",,0.1,0,80.99999758601196,0,0,0,0.42857143,-0.42857143,0.5,14.999999552965177,0.5,0.4,80.99999758601196,31.302065235376382,49.697932350635575,"Colin Caycedo","sa3028677",
"Chris Bedford","HOF",,0.1,0,80.99999758601196,0,0,0,0.5,-0.5,0.66666667,14.999999552965177,0.66666667,0.4,80.99999758601196,31.339290958642984,49.660706627368974,"Chris Bedford","sa3066367",
"Dylan Hawkes","UTU",,2.1,11.571428965549092,65.57143080477819,0.17647059,0,0.08571429,0.48571429,-0.4,0.53333333,10.714286079212123,0.66666667,0.28571429,77.14285977032729,27.56732806964799,49.575531700679306,"Dylan Hawkes","sa3033422",
"Radek Birkholz","ND",,0.2,13.49999959766866,67.4999979883433,0.2,0,0.08333333,0.41666667,-0.33333333,0.6,11.999999642372142,0.75,0.4,80.99999758601196,32.30881768167021,48.691179904341745,"Radek Birkholz","sa3027168",
"Jason Skeen","MERC",,0.2,0,80.99999758601196,0,0,0,0.5,-0.5,0.66666667,14.999999552965177,0.66666667,0.4,80.99999758601196,32.314329963922525,48.68566762208943,"Jason Skeen","sa3065413",
"Sean Harris","NORF",,0.1,0,53.99999839067464,0,0,0,0.22222222,-0.22222222,0.33333333,8.999999731779106,0.33333333,0.28571429,107.99999678134928,59.31432915925985,48.68566762208943,"Sean Harris","sa3067006",
"Paul Montgomery","CP",,0.2,13.49999959766866,13.49999959766866,1,0,0.14285714,0.14285714,0,0.66666667,7.499999776482588,0.8,0.2,53.99999839067464,5.670416024327279,48.32958236634736,"Paul Montgomery","sa3038261",
"Andre Wojtarowicz","MORE",,2.2,16.874999497085824,43.87499869242314,0.38461538,0,0.14285714,0.37142857,-0.22857143,0.55555556,8.624999742954977,0.76923077,0.22222222,67.4999979883433,19.51492378190161,47.98507420644168,"Andre Wojtarowicz","sa3045504",
"Jordan Medellin","UTA",,0.1,26.99999919533732,0,1,0,0.2,0,0.2,0.75,8.999999731779106,1,0.5,53.99999839067464,7.42447004914284,46.5755283415318,"Jordan Medellin","sa3037772",
"MJ Seo","WICH",20,0.1,26.99999919533732,53.99999839067464,0.5,26.99999919533732,0.2,0.4,-0.2,0.5,8.999999731779106,0,0,107.99999678134928,63.959642720222526,44.040354061126756,"MJ Seo","sa3065762",
"Rohan Agarwal","SPU",,0.2,0,53.99999839067464,0,13.49999959766866,0,0.30769231,-0.30769231,0.71428571,13.49999959766866,0.66666667,0.41666667,94.49999718368062,50.868803259730385,43.631193923950235,"Rohan Agarwal","sa3066461",
"Coleman McGinnis","UNCA",,0.2,0,26.99999919533732,0,13.49999959766866,0,0.25,-0.25,0.6,7.499999776482588,0.5,0,80.99999758601196,37.83337180018428,43.16662578582768,"Coleman McGinnis","sa3059980",
"Jacob Gomberg","FLA",,1,9,18,0.5,9,0.07692308,0.15384615,-0.07692308,0.72727273,10,0.77777778,0.34883721,63,20.701383781433105,42.29861621856689,"Jacob Gomberg","sa3032377",
"Connor Wilson","NWST",,0.1,0,107.99999678134928,0,0,0,0.8,-0.8,0,11.999999642372142,0,0.25,80.99999758601196,40.12240369319919,40.87759389281277,"Connor Wilson","sa3065624",
"Bodie Vail","SAM",,0.1,0,26.99999919533732,0,0,0,0.33333333,-0.33333333,0.5,5.999999821186071,0.5,0,53.99999839067464,13.272322100400931,40.727676290273706,"Bodie Vail","sa3065617",
"Edwin Sanchez Jr","CCSU",,0.1,0,26.99999919533732,0,0,0,0.33333333,-0.33333333,0.5,5.999999821186071,0.5,0,53.99999839067464,14.31433050036431,39.68566789031033,"Edwin Sanchez Jr","sa3066642",
"Cody Liscio","SDSU",,0.1,26.99999919533732,0,1,0,0.2,0,0.2,0.66666667,5.999999821186071,1,0.5,53.99999839067464,16.696665596961985,37.303332793712656,"Cody Liscio","sa3059824",
"Hunter Dietz","ARK",,0.2,26.99999919533732,0,2,13.49999959766866,0.28571429,0,0.28571429,0.57142857,5.999999821186071,0.75,0,53.99999839067464,17.201383379101767,36.79861501157288,"Hunter Dietz","sa3030307",
"Imarion Stanberry","FIU",,1.2,10.800000257492071,37.80000090122225,0.28571429,0,0.0952381,0.33333333,-0.23809524,0.44444444,6.600000157356266,0.57142857,0.3125,59.40000141620639,23.245044116973887,36.15495729923251,"Imarion Stanberry","sa3060653",
"Kobe Stokes","AAMU",,1,9,72,0.125,0,0.07692308,0.61538462,-0.53846154,0.4,10,0.5,0.1,63,27.430709075927734,35.56929092407226,"Kobe Stokes","sa3043159",
"Brandon Cain","OU",20,0.1,26.99999919533732,26.99999919533732,1,26.99999919533732,0.16666667,0.16666667,0,0.8,14.999999552965177,1,0.55555556,80.99999758601196,45.7013825297356,35.298615056276354,"Brandon Cain","sa3058793",
"JT Schnoor","MSST",,0.1,26.99999919533732,26.99999919533732,1,26.99999919533732,0.16666667,0.16666667,0,0.8,14.999999552965177,1,0.27777778,80.99999758601196,45.7013825297356,35.298615056276354,"JT Schnoor","sa3065847",
"Alex Roux","NICH",,0.2,13.49999959766866,53.99999839067464,0.25,0,0.14285714,0.57142857,-0.42857143,0.33333333,7.499999776482588,0.5,0.2,53.99999839067464,19.12240431904794,34.8775940716267,"Alex Roux","sa3060436",
"Tavian Ramos","COR",,0.2,0,40.49999879300598,0,13.49999959766866,0,0.375,-0.375,0.33333333,5.999999821186071,0,0,80.99999758601196,46.48955906629566,34.510438519716296,"Tavian Ramos","sa3067057",
"Jaylen Merchant","MIZ",21,1.1,6.74999979883433,47.24999859184031,0.14285714,0,0.0625,0.4375,-0.375,0.5,8.249999754130847,0.57142857,0.25,53.99999839067464,20.2013832896948,33.798615100979845,"Jaylen Merchant","sa3066867",
"Aaron Louis","PORT",,1,9,9,1,0,0.1,0.1,0,0.57142857,5,0.66666667,0.28571429,45,11.302066040039062,33.697933959960935,"Aaron Louis","sa3059855",
"Sebastian Gutierrez","NIU",,1.1,0,33.74999899417165,0,0,0,0.35714286,-0.35714286,0.57142857,6.74999979883433,0.57142857,0.27272727,53.99999839067464,20.392949779331698,33.60704861134295,"Sebastian Gutierrez","sa3059380",
"Jack O'Malley","BUCK",20,2.1,11.571428965549092,34.71428689664728,0.33333333,0,0.13043478,0.39130435,-0.26086957,0.45454545,6.0000002043587894,0.625,0.23529412,50.142858850712734,17.552919471507185,32.589939379205546,"Jack O'Malley","sa3039149",
"Michael Irby","ECU",,0.1,0,0,0,0,0,0,0,0.5,2.9999999105930355,0.5,0.33333333,53.99999839067464,21.959643971920027,32.04035441875462,"Michael Irby","sa3066546",
"Blake Gedrich","WIU",20,0.1,0,26.99999919533732,0,0,0,0.25,-0.25,0.5,5.999999821186071,0.5,0.33333333,53.99999839067464,22.139923703670515,31.860074687004126,"Blake Gedrich","sa3066789",
"Ryan DeLaney","BUCK",21,2,9,31.5,0.28571429,0,0.09090909,0.31818182,-0.22727273,0.53333333,7.5,0.61538462,0.26666667,45,13.195776176452636,31.804223823547364,"Ryan DeLaney","sa3030060",
"Joseph Yovino","ELON",20,1.1,0,20.24999939650299,0,0,0,0.23076923,-0.23076923,0.5,5.249999843537812,0.5,0.22222222,47.24999859184031,15.589291428029547,31.660707163810763,"Joseph Yovino","sa3045763",
"Carter Coffin","TAR",,1,0,45,0,0,0,0.45454545,-0.45454545,0.4,7,0.4,0.25,54,22.424470138549804,31.575529861450196,"Carter Coffin","sa3058895",
"Gavin Alloway","RID",22,5.2,6.352941354665794,34.94117745066187,0.18181818,1.5882353386664485,0.06896552,0.37931034,-0.31034483,0.46428571,6.176470761480633,0.52173913,0.24038462,52.4117661759928,21.13351099812862,31.27825517786418,"Gavin Alloway","sa3025944",
"Dylan Oborne","FAU",,1,9,36,0.25,0,0.11111111,0.44444444,-0.33333333,0.4,6,0.5,0.16666667,45,13.959644508361816,31.040355491638184,"Dylan Oborne","sa3038993",
"Ty Baker","TA&M",,0.2,13.49999959766866,26.99999919533732,0.5,0,0.14285714,0.28571429,-0.14285714,0.6,7.499999776482588,0.75,0.4,40.49999879300598,9.701383602619178,30.7986151903868,"Ty Baker","sa3058539",
"John Smith","TXSO",,0.2,0,40.49999879300598,0,0,0,0.42857143,-0.42857143,0.33333333,5.999999821186071,0.33333333,0.2,53.99999839067464,23.430708539485945,30.569289851188696,"John Smith","sa3065138",
"Kade Woods","LSU",22,1,18,18,1,0,0.28571429,0.28571429,0,0.4,4,0.66666667,0,36,5.701383781433106,30.298616218566895,"Kade Woods","sa3045561",
"Wyatt Land","UGA",19,1.1,20.24999939650299,13.49999959766866,1.5,0,0.3,0.2,0.1,0.5,4.499999865889553,0.8,0.16666667,33.74999899417165,3.7013837814331056,30.048615212738543,"Wyatt Land","sa3035900",
"Niall Todd","EKU",,1.2,16.200000386238106,37.80000090122225,0.42857143,0,0.14285714,0.33333333,-0.19047619,0.45454545,7.200000171661381,0.625,0.26666667,48.60000115871432,18.577219924926766,30.022781233787555,"Niall Todd","sa3043882",
"Joey Lopez","ARST",,0.1,26.99999919533732,53.99999839067464,0.5,0,0.125,0.25,-0.125,0.8,17.99999946355821,1,0.71428571,53.99999839067464,24.872509044408815,29.127489346265826,"Joey Lopez","sa3059846",
"Cayden Collins","GCU",,2,13.5,4.5,3,0,0.17647059,0.05882353,0.11764706,0.625,5.5,0.76923077,0.18181818,31.5,2.924470138549805,28.575529861450196,"Cayden Collins","sa3066374",
"James Redick","FOR",,0.1,0,107.99999678134928,0,26.99999919533732,0,0.57142857,-0.57142857,0.66666667,17.99999946355821,0.5,0.43478261,107.99999678134928,79.4366200983525,28.563376682996775,"James Redick","sa3066393",
"Grant Wagner","OMA",20,0.1,26.99999919533732,80.99999758601196,0.33333333,0,0.25,0.75,-0.5,0,8.999999731779106,0,0.33333333,53.99999839067464,25.756658595800417,28.243339794874224,"Grant Wagner","sa3066249",
"Jack Ingino","LEH",,2.2,3.374999899417165,30.374999094754486,0.11111111,6.74999979883433,0.03125,0.28125,-0.25,0.66666667,8.624999742954977,0.66666667,0.36036036,53.99999839067464,26.070775539428013,27.929222851246628,"Jack Ingino","sa3034424",
"Jack Gibson","UNCW",20,2.1,3.8571429885163644,23.142857931098185,0.16666667,7.714285977032729,0.04545455,0.27272727,-0.22727273,0.5625,6.428571647527274,0.53846154,0.16393443,50.142858850712734,22.33929237638203,27.803566474330704,"Jack Gibson","sa3032188",
"Jack Thompson","VAL",21,1,9,27,0.33333333,0,0.08333333,0.25,-0.16666667,0.57142857,7,0.66666667,0.44444444,45,17.5534517288208,27.4465482711792,"Jack Thompson","sa3060743",
"Gio Conte","CONN",,1,9,18,0.5,9,0.09090909,0.18181818,-0.09090909,0.57142857,6,0.6,0.3030303,54,27.27829761505127,26.72170238494873,"Gio Conte","sa3067176",
"Darries Boyd","UAPB",,0.2,0,40.49999879300598,0,0,0,0.27272727,-0.27272727,0.66666667,10.499999687075624,0.66666667,0.44444444,53.99999839067464,27.9307084053755,26.06928998529914,"Darries Boyd","sa3027505",
"Griffin White","WAG",,1.2,10.800000257492071,32.40000077247621,0.33333333,0,0.13333333,0.4,-0.26666667,0.28571429,4.800000114440921,0.4,0.2,43.200001029968284,17.314331054687507,25.885669975280777,"Griffin White","sa3045114",
"Cam Hoiland","CP",,0,0,18,0,0,0,0.5,-0.5,1,4,1,0,36,10.170416069030761,25.82958393096924,"Cam Hoiland","sa3033941",
"Ben Fiedler","FGCU",22,1.2,5.4000001287460355,5.4000001287460355,1,0,0.08333333,0.08333333,0,0.6,4.200000100135806,0.66666667,0.25,32.40000077247621,6.577219638824465,25.822781133651745,"Ben Fiedler","sa3059179",
"Ty Pangborn","AKR",,0.2,13.49999959766866,40.49999879300598,0.33333333,0,0.125,0.375,-0.25,0.6,8.999999731779106,0.75,0.5,40.49999879300598,15.142949935793887,25.357048857212092,"Ty Pangborn","sa3066086",
"Grant Origer","UNM",,1,9,9,1,0,0.125,0.125,0,0.4,3,0.5,0.2,36,11.696665954589843,24.303334045410157,"Grant Origer","sa3067115",
"Alex Cromwell","TOW",20,1.1,0,20.24999939650299,0,6.74999979883433,0,0.2,-0.2,0.5,5.249999843537812,0.42857143,0.3125,53.99999839067464,29.839291003346464,24.160707387328177,"Alex Cromwell","sa3066375",
"Bryce Padilla","SCU",,2,0,13.5,0,4.5,0,0.16666667,-0.16666667,0.57142857,5.5,0.53846154,0.28301887,40.5,16.802066040039062,23.697933959960938,"Bryce Padilla","sa3039335",
"Landen Looper","M-OH",22,3,15,24,0.625,0,0.20833333,0.33333333,-0.125,0.5,5.333333333333333,0.72727273,0.3125,33,9.309616915384929,23.69038308461507,"Landen Looper","sa3036513",
"Luke Burden","NU",,0.2,0,40.49999879300598,0,0,0,0.375,-0.375,0.8,10.499999687075624,0.8,0.57142857,40.49999879300598,17.337758329510702,23.162240463495277,"Luke Burden","sa3066827",
"David Andrus","PAC",,2.2,6.74999979883433,16.874999497085824,0.4,0,0.06896552,0.17241379,-0.10344828,0.52631579,5.624999832361942,0.58823529,0.35,37.12499889358882,14.05206574946643,23.072933144122388,"David Andrus","sa3026093",
"Payton Doyle","KENN",,0.1,0,80.99999758601196,0,0,0,0.6,-0.6,0.5,11.999999642372142,0.5,0.5,53.99999839067464,31.045042854547525,22.954955536127116,"Payton Doyle","sa3065789",
"Greyson Wild","UNCG",,1,0,18,0,0,0,0.18181818,-0.18181818,0.5,6,0.5,0.28571429,36,13.272322368621825,22.727677631378175,"Greyson Wild","sa3060920",
"Micah Davis","RICE",,2.2,13.49999959766866,26.99999919533732,0.5,0,0.19047619,0.38095238,-0.19047619,0.25,4.124999877065424,0.375,0.16666667,33.74999899417165,11.084644296020276,22.665354698151372,"Micah Davis","sa3029925",
"Ricky Williams","COFC",23,0.1,0,0,0,0,0,0,0,0,0,0,0,53.99999839067464,31.339290958642984,22.660707432031657,"Ricky Williams","sa3045346",
"Alex Casarella","FOR",,0,0,18,0,0,0,0.4,-0.4,1,4,1,0.2,36,13.43662233352661,22.56337766647339,"Alex Casarella","sa3028562",
"Dylan Hansen","CCU",,1.1,6.74999979883433,40.49999879300598,0.16666667,0,0.08333333,0.5,-0.41666667,0.2,5.249999843537812,0.25,0.125,40.49999879300598,18.122509245574488,22.37748954743149,"Dylan Hansen","sa3062609",
"Jordan Hanson","UNLV",,0,0,27,0,0,0,0.75,-0.75,1,4,1,0,36,13.696665954589843,22.303334045410157,"Jordan Hanson","sa3033182",
"Chad Readey","NU",,2,9,36,0.25,0,0.10526316,0.42105263,-0.31578947,0.375,5.5,0.5,0.35714286,40.5,18.33775873184204,22.16224126815796,"Chad Readey","sa3040496",
"Caden Cornett","PFW",,0.1,0,80.99999758601196,0,0,0,0.75,-0.75,0,8.999999731779106,0,0.33333333,53.99999839067464,31.971936088800454,22.028062301874186,"Caden Cornett","sa3067252",
"Matthew Werk","SDST",21,2.2,6.74999979883433,6.74999979883433,1,0,0.11111111,0.11111111,0,0.5,3.749999888241294,0.57142857,0.2,26.99999919533732,5.506659199297429,21.493339996039893,"Matthew Werk","sa3045016",
"Jack Berg","ARIZ",,2.1,23.142857931098185,19.285714942581823,1.2,3.8571429885163644,0.28571429,0.23809524,0.04761905,0.5,5.142857318021819,0.85714286,0.3968254,34.71428689664728,13.35532260038416,21.35896429626312,"Jack Berg","sa3058625",
"Jack Zang","APP",,1,18,9,2,0,0.25,0.125,0.125,0.33333333,3,0.5,0,27,5.8725096702575685,21.127490329742432,"Jack Zang","sa3066655",
"Hayden Hattenbach","UCSB",,1.1,20.24999939650299,40.49999879300598,0.5,0,0.25,0.5,-0.25,0.33333333,5.999999821186071,0.66666667,0.375,33.74999899417165,13.170415800809867,20.57958319336178,"Hayden Hattenbach","sa3033392",
"Jaden Mason","NEV",,1.2,0,5.4000001287460355,0,0,0,0.07692308,-0.07692308,0.44444444,3.0000000715255752,0.44444444,0.25,32.40000077247621,11.896666126251226,20.503334646224985,"Jaden Mason","sa3065361",
"CJ Bussell","DAY",,3.1,10.800000257492071,13.50000032186509,0.8,0,0.16,0.2,-0.04,0.41176471,3.6000000858306906,0.53846154,0.26666667,29.700000708103197,9.236622447967532,20.463378260135663,"CJ Bussell","sa3065010",
"Erik Kvidahl","CP",,3,15,0,5,0,0.29411765,0,0.29411765,0.47058824,2.6666666666666665,0.66666667,0.125,21,0.8370827356974284,20.16291726430257,"Erik Kvidahl","sa3066209",
"Jacob Havern","LT",21,1.2,10.800000257492071,27.00000064373018,0.4,0,0.125,0.3125,-0.1875,0.5,6.0000001430511505,0.625,0.45454545,32.40000077247621,12.445043859481817,19.954956912994394,"Jacob Havern","sa3033416",
"Luke Ross","M-OH",,2,4.5,31.5,0.14285714,4.5,0.04761905,0.33333333,-0.28571429,0.57142857,7.5,0.58333333,0.44117647,40.5,20.64295024871826,19.85704975128174,"Luke Ross","sa3041177",
"Adam Galdoni","BUT",,1.1,6.74999979883433,20.24999939650299,0.33333333,0,0.08333333,0.25,-0.16666667,0.42857143,4.499999865889553,0.5,0.375,33.74999899417165,14.028297324478636,19.72170166969301,"Adam Galdoni","sa3066787",
"Colin Curry","SEA",,1,0,27,0,0,0,0.3,-0.3,0.5,6,0.5,0.42857143,36,16.424470138549804,19.575529861450196,"Colin Curry","sa3029716",
"Liam McCallum","WIN",23,3,3,12,0.25,12,0.03703704,0.14814815,-0.11111111,0.60869565,6,0.55555556,0.24193548,45,25.500039450327556,19.499960549672444,"Liam McCallum","sa3037440",
"Griffin Catto","SIU",21,1,0,36,0,0,0,0.44444444,-0.44444444,0.4,6,0.4,0.33333333,36,16.5534517288208,19.4465482711792,"Griffin Catto","sa3066605",
"Wes Lyerly","INST",,0,0,0,0,0,0,0,0,1,2,1,0,27,7.553451728820801,19.4465482711792,"Wes Lyerly","sa3066739",
"Walker Shaw","MTSU",,1.2,16.200000386238106,21.600000514984142,0.75,0,0.25,0.33333333,-0.08333333,0.375,4.200000100135806,0.6,0.14285714,27.00000064373018,7.645043745040896,19.35495689868928,"Walker Shaw","sa3065131",
"Harrison Kliethermes","ARMY",,0,0,9,0,0,0,0.33333333,-0.33333333,1,3,1,0,27,7.695776176452637,19.304223823547364,"Harrison Kliethermes","sa3066926",
"Jonathan Rosario","TOW",,1.2,16.200000386238106,21.600000514984142,0.75,0,0.2,0.26666667,-0.06666667,0.25,3.6000000858306906,0.4,0.11111111,32.40000077247621,13.33929197788239,19.060708794593822,"Jonathan Rosario","sa3066397",
"Bryce Martens","PFW",,2.1,3.8571429885163644,34.71428689664728,0.11111111,0,0.04166667,0.375,-0.33333333,0.41666667,6.0000002043587894,0.45454545,0.41176471,38.571429885163646,19.543365961191622,19.028063923972024,"Bryce Martens","sa3037122",
"Andrew Dusablon","EVAN",22,3.1,8.100000193119053,27.00000064373018,0.3,0,0.10344828,0.34482759,-0.24137931,0.28571429,4.200000100135806,0.36363636,0.31578947,35.10000083684923,16.253452007770544,18.84654882907869,"Andrew Dusablon","sa3062589",
"Kevin O'Connor","BELL",,1,9,36,0.25,0,0.07142857,0.28571429,-0.21428571,0.55555556,9,0.625,0.1,36,17.177219581604003,18.822780418395997,"Kevin O'Connor","sa3060173",
"Blake Wolf","SFA",,2.2,16.874999497085824,16.874999497085824,1,0,0.2173913,0.2173913,0,0.5,4.874999854713683,0.72727273,0.46666667,26.99999919533732,8.247404643148187,18.752594552189134,"Blake Wolf","sa3062925",
"Coleman Hollabaugh","PORT",,3,0,15,0,0,0,0.17241379,-0.17241379,0.57894737,5.333333333333333,0.57894737,0.42857143,33,14.302066040039062,18.697933959960938,"Coleman Hollabaugh","sa3059511",
"Bryce Johnson","ORST",,1.2,0,5.4000001287460355,0,5.4000001287460355,0,0.07692308,-0.07692308,0.58333333,4.800000114440921,0.54545455,0.15151515,32.40000077247621,13.798364200592047,18.601636571884164,"Bryce Johnson","sa3066896",
"Sebastian Lopez","SEA",,1,9,18,0.5,0,0.14285714,0.28571429,-0.14285714,0.4,4,0.5,0.25,27,8.424470138549804,18.575529861450196,"Sebastian Lopez","sa3036554",
"Patrick Veintimilla","JOES",,1,9,9,1,0,0.11111111,0.11111111,0,0.57142857,5,0.66666667,0.5,27,8.43662233352661,18.56337766647339,"Patrick Veintimilla","sa3060834",
"Nate Baxter","HARV",,1,9,27,0.33333333,0,0.14285714,0.42857143,-0.28571429,0,3,0,0.2,36,17.489560317993163,18.510439682006837,"Nate Baxter","sa3026766",
"Cadeyrn Ahearn","LEH",,1,9,27,0.33333333,0,0.09090909,0.27272727,-0.18181818,0.5,6,0.6,0.5,36,17.695776176452636,18.304223823547364,"Cadeyrn Ahearn","sa3058466",
"Clay Kennedy","BELL",23,1.2,10.800000257492071,32.40000077247621,0.33333333,0,0.11111111,0.33333333,-0.22222222,0.5,6.0000001430511505,0.66666667,0.5,37.80000090122225,19.777219953536996,18.022780947685252,"Clay Kennedy","sa3035260",
"Vincent Latimer","AAMU",,1.2,10.800000257492071,54.00000128746036,0.2,5.4000001287460355,0.1,0.5,-0.4,0.44444444,8.400000200271611,0.5,0.44117647,48.60000115871432,30.63070967674257,17.96929148197175,"Vincent Latimer","sa3062634",
"Chase Nelson","STMN",,0.2,0,13.49999959766866,0,0,0,0.25,-0.25,0.33333333,2.9999999105930355,0.33333333,0,26.99999919533732,9.256659087538722,17.7433401077986,"Chase Nelson","sa3067298",
"Tate Smith","SHSU",21,1.1,6.74999979883433,13.49999959766866,0.5,0,0.1,0.2,-0.1,0.57142857,4.499999865889553,0.66666667,0.42857143,26.99999919533732,9.295043502748017,17.7049556925893,"Tate Smith","sa3067186",
"Bryson Hoff","WVU",19,1.2,16.200000386238106,16.200000386238106,1,0,0.2,0.2,0,0.4,4.200000100135806,0.57142857,0.44444444,27.00000064373018,9.326750979423526,17.673249664306653,"Bryson Hoff","sa3059504",
"Michael Granson Jr.","PV",,3,9,30,0.3,0,0.125,0.41666667,-0.29166667,0.33333333,4.666666666666667,0.44444444,0.3125,33,15.430709075927734,17.569290924072266,"Michael Granson Jr.","sa3066544",
"Sam Falace","SIE",,1.1,6.74999979883433,20.24999939650299,0.33333333,0,0.11111111,0.33333333,-0.22222222,0.5,4.499999865889553,0.6,0.33333333,26.99999919533732,9.618804489076142,17.381194706261176,"Sam Falace","sa3067233",
"Carter Foss","BYU",22,3.1,8.100000193119053,13.50000032186509,0.6,2.7000000643730178,0.13043478,0.2173913,-0.08695652,0.4375,3.6000000858306906,0.5,0.23809524,29.700000708103197,12.326751050949103,17.373249657154094,"Carter Foss","sa3031568",
"Dakota Stone","UCF",21,2.1,15.428571954065458,11.571428965549092,1.33333333,3.8571429885163644,0.23529412,0.17647059,0.05882353,0.5,4.285714431684849,0.66666667,0.34883721,27.00000091961455,9.92675105503628,17.07324986457827,"Dakota Stone","sa3043168",
"Ziegen Farley","BYU",22,2.2,10.124999698251495,20.24999939650299,0.5,3.374999899417165,0.13636364,0.27272727,-0.13636364,0.38461538,4.124999877065424,0.44444444,0.23809524,33.74999899417165,16.67675047069789,17.073248523473758,"Ziegen Farley","sa3062594",
