Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Andrew Dutton","AUB",,1,0,0,0,1,1,4,5,3,0.14285714,0,0,1.5849195621799195,1.4000001005719864,1.8902318477630615,857.0864031284452,"Andrew Dutton","sa3067480",
"Nick Suspenzi","USD",,1,0,0,0,1,1,2,3,1,0.14285714,1,0,1.0164727472387156,0.8634003006540142,1.267012119293213,664.0468418176472,"Nick Suspenzi","sa3043341",
"Tyler Franks","KENN",,1,0,0,0,1,1,2,3,1,0.14285714,1,0,1.0090111438425557,0.8411227707060354,1.2627241611480713,601.00120395,"Tyler Franks","sa3031654",
"Landry Mead","GASO",22,2,0,0,0,1,1,1.5,2.5,0.5,2.64285714,1,-0.001669328659772873,1.6626797524381163,1.352637281744528,1.117512285709381,536.2748363856658,"Landry Mead","sa3037763",
"Nathan Tobin","TA&M",,1,0,0,0,1,1,2,3,1,2.64285714,1,0,0.9795172150085513,0.7945977534006182,1.2443996667861938,529.6993656002132,"Nathan Tobin","sa3066991",
"Jayden Alvarez","WAG",22,3,0,0,0,1,1,1.5,2.5,0.5,2.64285714,1,-0.007864773273468018,2.591543715969077,2.0916855005178365,1.031093696753184,518.4557612261298,"Jayden Alvarez","sa3067498",
"Joey Craska","MAN",23,1,0,0,0,1,1,1,2,0,2.64285714,1,-0.002799555892124772,0.7550328223527446,0.5926676242173686,0.9699345827102661,465.02134141037874,"Joey Craska","sa3029528",
"Eric Ludwick","FAIR",,1,0,0,0,1,1,1,2,0,2.64285714,1,-0.002799555892124772,0.7550328223527446,0.5926676242173686,0.9699345827102661,465.02134141037874,"Eric Ludwick","sa3036660",
"Tate Foxson","BUT",,1,0,0,0,1,1,1,2,0,0.14285714,1,-0.005120167043060064,0.7535833868323385,0.5824801030694067,0.9659166932106018,440.4260223763142,"Tate Foxson","sa3031613",
"Brayden Yasuzawa","VILL",,1,0,0,0,1,1,1,2,0,0.14285714,1,-0.005120167043060064,0.7535833868323385,0.5824801030694067,0.9659166932106018,440.4260223763142,"Brayden Yasuzawa","sa3060983",
"Ethan Espiricueta","JMU",,1,0,0,0,1,1,1,2,0,0.14285714,1,-0.001669328659772873,0.6813398382688919,0.5263186029220978,0.9525989294052124,439.513874821526,"Ethan Espiricueta","sa3066976",
"Connor Ashby","KENT",22,2,0,0,0,1,1,1,2,0,0.14285714,1,-0.0005976854590699077,1.5009705617820488,1.1568532481586205,0.9588257670402527,436.1799021320324,"Connor Ashby","sa3026261",
"Alessandro Volpe","LIN",,1,0,0,0,1,1,1,2,0,2.64285714,1,-0.004495173692703247,0.7318517335394105,0.5638870068529328,0.9552310705184937,435.7175152051313,"Alessandro Volpe","sa3044559",
"Jake Hunter","ECU",22,1,0,0,0,1,1,1,2,0,2.64285714,1,-0.005757816135883331,0.6849356840127935,0.5254116306776037,0.9539111256599426,429.36201136615784,"Jake Hunter","sa3034326",
"Darius Adkins","JOES",,1,0,0,0,1,1,1,2,0,0.14285714,1,-0.0032092351466417313,0.7630348413362542,0.5852749853506127,0.9643114805221558,429.2503710162142,"Darius Adkins","sa3067263",
"Kevin Jackson","ALCN",,3,0.333333333,0,1,1,1,1,2,0,7.0619652460748235,1,0.18099479470402002,2.3578884625009766,1.8007484101824036,0.9328036308288574,423.2128802602644,"Kevin Jackson","sa3034503",
"Kooper Jones","WSU",,1,0,0,0,1,1,1,2,0,0.14285714,1,-0.0009707499411888421,0.7048793580174827,0.5332412715793037,0.9386769533157349,410.67770717157674,"Kooper Jones","sa3059624",
"Wylan Moss","UCLA",,1,0,0,0,1,1,1,2,0,0.14285714,1,-0.004870945122092962,0.704559752939578,0.5298790878041943,0.9444945454597473,403.3415789855847,"Wylan Moss","sa3060100",
"Joonsung Park","MICH",,5,0.4,0.2,2,0.666666666,0.8,2,2.8,1.333333334,2.64285714,1,-0.009741890244185925,3.4823277398967556,2.6089244142198376,0.9360057592391968,398.70786354034436,"Joonsung Park","sa3039440",
"Kellan Montgomery","LBSU",21,4,0,0,0,0.75,0.75,1.25,2,0.5,2.64285714,0.75,0.0019685435108840466,2.4515474211751345,1.83639923449148,0.8856233507394791,398.52956966219,"Kellan Montgomery","sa3038259",
"Ryan Gilbert","IU",,2,0,0,0,0.5,0.5,2,2.5,1.5,0.14285714,0,0,1.3786484913081525,1.0292871610373853,0.9285163283348083,394.6196593193791,"Ryan Gilbert","sa3066058",
"Shawn Phillips","UMES",,2,1,0,2,0,1,0,1,0,0.14285714,0,-0.007864773273468018,1.30436254432556,0.971123734024733,0.8365510106086731,391.4197578451512,"Shawn Phillips","sa3066334",
"Adham Sahebzadah","GW",,2,0.5,0,1,1,1,1,2,0,0.14285714,1,-0.0064184702932834625,1.3710696808247826,1.0155499688534997,0.889310747385025,385.6522253639569,"Adham Sahebzadah","sa3066641",
"Brady Heinzmann","MVSU",,1,1,0,1,0,1,0,1,0,0.14285714,0,-0.006335069425404072,0.6826294770606334,0.49691612628777576,0.8423409461975098,367.5715688828123,"Brady Heinzmann","sa3065323",
"Gavyn Jones","OU",,3,0,0,0,1,1,1,2,0,2.64285714,1,-0.021833209320902824,2.038551544453667,1.4837931596298684,0.9243651032447815,367.4665584551996,"Gavyn Jones","sa3062857",
"Yohann Dessureault","STET",23,8,0.25,0.125,2,0.5,0.875,1,1.875,0.5,7.5,1,0.1742220912128687,4.236045140929257,3.0433277079534884,0.772495448589325,355.15915369498214,"Yohann Dessureault","sa3030205",
"Ethan Guerra","ARIZ",21,2,0.5,0,1,1,1,1,2,0,2.64285714,1,-0.014852786436676979,1.226972624651154,0.8781513124620519,0.8515404462814331,351.7481821712747,"Ethan Guerra","sa3066545",
"Jackson Reed","SEA",22,2,0.5,0,1,0,1,0,1,0,0.14285714,0,-0.0068194326013326645,1.1652352384022242,0.8307081929138668,0.8128790855407715,348.3231786838525,"Jackson Reed","sa3040531",
"Cam Cole","RAD",,1,1,0,1,0,1,0,1,0,0.14285714,0,0.00024879840202629566,0.6486229344622613,0.46220903539819724,0.8184062838554382,347.9477322875758,"Cam Cole","sa3058899",
"Garrett Patterson","UCSD",,2,1,0,2,0,1,0,1,0,2.64285714,0,0.003937087021768093,1.0507661735670513,0.7431920802252238,0.7890545129776001,341.6302596068341,"Garrett Patterson","sa3065108",
"Michael Curry","SELA",,3,0.666666666,0,2,0,1,0,1,0,2.64285714,0,-0.010851651197299361,1.6582689521197524,1.1673379329327787,0.8038647174835205,337.78043906575647,"Michael Curry","sa3029719",
"Lex Melancon","NICH",,1,1,0,1,0,1,0,1,0,2.5,0,-0.5601758260745555,0.5444229858882447,0.38077931282592015,0.7949069738388062,332.688075072049,"Lex Melancon","sa3037810",
"John Jackson","SFA",,1,1,0,1,0,1,0,1,0,0.14285714,0,-0.0036172170657664537,0.5444229858882447,0.38077931282592015,0.7949069738388062,332.688075072049,"John Jackson","sa3062854",
"Garrett Stratton","RICE",,1,1,0,1,0,1,0,1,0,0.14285714,0,-0.005757816135883331,0.5299356785826679,0.370411625247478,0.783772885799408,332.1979773603007,"Garrett Stratton","sa3043212",
"Ethan Belk","WOF",20,2,0.5,0,1,0,1,0,1,0,6.884373846035856,0,0.22781838476657867,1.1559923074364165,0.8042723021625975,0.8052180111408234,328.66834132350823,"Ethan Belk","sa3026893",
"Dom Moats","MD",,1,1,0,1,0,1,0,1,0,2.64285714,0,-0.004870945122092962,0.5495597364576996,0.37487907132231607,0.7819384932518005,314.6082229717706,"Dom Moats","sa3060064",
"PJ Hughes","RICH",,4,0.25,0.25,1,0.666666666,0.75,1,1.75,0.333333334,1.60119047125,1,-0.0064184702932834625,2.200693883176619,1.4896544592340535,0.7583145946264267,309.50377842261247,"PJ Hughes","sa3066737",
"Jacob Silva","TCU",,1,1,0,1,0,1,0,1,0,0.14285714,0,-0.0074263932183384895,0.5359863154170692,0.36157565932251806,0.7693585157394409,307.3128256145666,"Jacob Silva","sa3066236",
"Hideki Prather","CLEM",20,4,0,0,0,0.75,0.75,1,1.75,0.25,1.60119047125,0.75,-0.01932571269571781,2.201842704390608,1.4684107690802441,0.7837303876876831,300.21091234033355,"Hideki Prather","sa3066445",
"Dominic Gabardi","FAIR",,3,0,0.333333333,0,0.5,0.666666666,1,1.666666666,0.5,2.64285714,1,-0.002799555892124772,1.4541915635066724,0.9670959691005445,0.7026558518409729,298.5433619615546,"Dominic Gabardi","sa3066192",
"Jake Walman","HALL",,4,0,0,0,0.666666666,0.75,0.666666666,1.416666666,0,2.64285714,0.666666666,-0.015360501129180193,1.9057301685876304,1.2213170335359032,0.6923588514328003,278.44733991605773,"Jake Walman","sa3044717",
"Kevin Schnupp","MASS",,4,0.25,0,1,0.666666666,0.75,0.666666666,1.416666666,0,1.60119047125,0.666666666,-0.009627705439925194,1.9006938954947925,1.1896544715522266,0.6857332438230515,267.3120268009669,"Kevin Schnupp","sa3066231",
"Leandro Perez","BCU",21,4,0.25,0.25,1,0.5,0.75,0.5,1.25,0,0.14285714,1,-0.019005208276212215,1.9483321444512804,1.2054787413598498,0.6711507439613342,262.2768013639266,"Leandro Perez","sa3039718",
"Vince Libretto","DEL",,9,0.333333333,0.333333333,1,0.25,0.666666666,1,1.666666666,0.75,1.60119047125,0,-0.04293172154575586,3.8903771875381885,2.4008331982374607,0.6493342585033841,261.1790732923934,"Vince Libretto","sa3059812",
"Luca Perriello","VT",20,5,0,0.4,0,0.333333333,0.6,1.333333333,1.933333333,1,0.14285714,0,-0.01932571269571781,2.3302301121145845,1.4134401929766296,0.6950733900070191,254.17274595532953,"Luca Perriello","sa3060247",
"Joey Esposito","LEH",,12,0.083333333,0.166666666,0.5,0.444444444,0.583333333,0.888888888,1.472222221,0.444444444,1.08035714,0.5,-0.033752298913896084,4.7952408629274625,2.8909305768823885,0.6380172173182169,251.80984937524832,"Joey Esposito","sa3066380",
"Parker Patterson","MUR",,7,0.142857142,0,1,0.6,0.714285714,0.6,1.314285714,0,2.64285714,0.6,-0.010472447611391544,3.039353227472998,1.8319118528134597,0.6390285577092852,251.71849261252981,"Parker Patterson","sa3067116",
"Brant Kragel","MOST",21,11,0.181818181,0.181818181,1,0.5,0.636363636,0.875,1.511363636,0.375,2.64285714,0.6,-0.012566937133669853,4.747312495194417,2.849904620729428,0.6365234418348833,250.19989423902936,"Brant Kragel","sa3059720",
"John Maldonado Jr.","UTSA",22,6,0.166666666,0.166666666,1,0.5,0.666666666,0.75,1.416666666,0.25,1.60119047125,0.666666666,-0.017273448407649994,2.386542368858377,1.4293980488472384,0.6386849085489908,249.3398664091329,"John Maldonado Jr.","sa3036904",
"Cole Jenkins","AFA",,10,0.1,0.2,0.5,0.571428571,0.666666666,0.714285714,1.38095238,0.142857143,6.785714285714286,0.8,0.20177070796489716,4.209148834753082,2.518742780494735,0.6281494630707635,249.0022337621013,"Cole Jenkins","sa3066766",
"Kristian Sprawling","SIU",,21,0.19047619,0.047619047,4,0.533333333,0.666666666,0.733333333,1.399999999,0.2,4.412533717770876,0.538461538,-1.1981069529429078,8.914606633096314,5.292282509117699,0.6297632086844671,246.101848646964,"Kristian Sprawling","sa3065421",
"Mason Poppen","SFA",,10,0,0.1,0,0.5,0.7,0.5,1.2,0,0.14285714,0.6,-0.025320519460365176,3.7907392151521915,2.1543024845289462,0.617168390750885,231.64593804420832,"Mason Poppen","sa3066444",
"Zach Jackson","DUKE",19,7,0.428571428,0.142857142,3,0.5,0.714285714,0.75,1.464285714,0.25,2.64285714,0.666666666,-0.03865142539143562,2.9394820489309166,1.6559761621377798,0.6466355664389474,229.01975590273818,"Zach Jackson","sa3065331",
"Nicholas Spry","FAMU",,3,0.333333333,0,1,1,0.666666666,1,1.666666666,0,7.5,0.5,0.1873298641294241,1.2407026912203791,0.6835626389018061,0.6067919731140137,222.69134772435004,"Nicholas Spry","sa3062907",
"Jordan Crosland","MD",20,14,0.142857142,0.285714285,0.5,0.375,0.642857142,0.75,1.392857142,0.375,6.785714285714286,0.666666666,0.16103244200348854,5.40099766379052,2.9554683518951492,0.6101805397442409,220.85188828117367,"Jordan Crosland","sa3029593",
"Jack Brown","LOU",,2,0,0,0,0.5,0.5,1,1.5,0.5,2.64285714,0.5,0,0.8034360323621018,0.43672006470691993,0.627512514591217,219.0894597525576,"Jack Brown","sa3058747",
"Cameron Nickens","APSU",21,294,0.159863945,0.095238095,1.678571428,0.421940928,0.520408163,0.767932489,1.288340652,0.345991561,5.529005246776871,0.42051282,-1.2944669099524617,95.36962931960734,51.53726365774782,0.5561722954925226,217.57810211597294,"Cameron Nickens","sa3038853",
"Tualau Wolfgramm","BYU",19,7,0.142857142,0.285714285,0.5,0.5,0.571428571,0.833333333,1.404761904,0.333333333,2.64285714,0.75,-0.014852786436676979,2.6403204545085845,1.419445861846727,0.6009675434657505,216.26467373294477,"Tualau Wolfgramm","sa3062701",
"Jay Slater","DUKE",,4,0,0,0,0.5,0.5,1,1.5,0.5,5.14285714,0.5,-0.009662856347858906,1.5768720738046023,0.8434401384942384,0.619635596871376,214.99910187812083,"Jay Slater","sa3065609",
"John Bay","APSU",24,295,0.162711864,0.210169491,0.774193548,0.36,0.506802721,0.768888888,1.275691609,0.408888888,8.005963257062877,0.415492957,-0.481577942147851,92.72450304351358,48.74304770253211,0.5455563181922549,210.82636380409588,"John Bay","sa3026767",
"Logen Devenport","NKU",,215,0.148837209,0.190697674,0.780487804,0.422619047,0.533018867,0.785714285,1.318733152,0.363095238,6.025711832858757,0.495652173,0.850450785830617,76.27069258812458,39.85993036750346,0.5608380802397458,209.47293584787667,"Logen Devenport","sa3030221",
"Peyton Miller","GONZ",21,8,0.125,0,1,0.4,0.625,0.4,1.025,0,1.60119047125,0.4,0.01481640967540443,2.563399746286973,1.3388201736093606,0.542833037674427,209.32896509795236,"Peyton Miller","sa3038084",
"Cardell Thibodeaux","SOU",21,238,0.163865546,0.113445378,1.444444444,0.439153439,0.544303797,0.846560846,1.390864643,0.407407407,8.732779948823257,0.445205479,-2.888651073910296,91.50711952626,47.30734204231987,0.5813306388975699,207.03072444088403,"Cardell Thibodeaux","sa3043664",
"Brody Chrisman","PUR",21,3,0,0.333333333,0,0.5,0.666666666,0.5,1.166666666,0,0.14285714,1,-0.009741890244185925,1.0830873013615308,0.55904530595538,0.5842172503471375,206.67948577710843,"Brody Chrisman","sa3028881",
"Jaxon Haynes","MVSU",,13,0,0.076923076,0,0.454545454,0.538461538,0.818181818,1.356643356,0.363636364,2.64285714,0.444444444,-0.03167534712702036,4.9741526044122555,2.559879044365105,0.5797053117018479,206.03102675386597,"Jaxon Haynes","sa3066623",
"Will Lafferty","MRSH",,8,0.25,0.25,1,0.5,0.625,0.5,1.125,0,6.59719141249985,0.75,0.19165335968136787,2.541356064012853,1.3011861812385004,0.552771732211113,204.919995180632,"Will Lafferty","sa3059742",
"LaMarcus Jones","GRAM",24,24,0.25,0.166666666,1.5,0.375,0.583333333,0.6875,1.270833333,0.3125,4.639727924289083,0.454545454,-0.6585179483518004,9.089333831637532,4.632213413088949,0.5762868026892344,203.92838824393667,"LaMarcus Jones","sa3034890",
"Hudson Walburn","JVST",20,7,0,0.285714285,0,0.333333333,0.428571428,1,1.428571428,0.666666667,2.64285714,0.333333333,-0.004266491159796715,2.3554482758782735,1.1802296639226306,0.5603946447372437,200.42639317621504,"Hudson Walburn","sa3044641",
"Austin Cannon","RID",,3,0.666666666,0.333333333,2,0,0.666666666,0,0.666666666,0,2.64285714,0,-0.005599111784249544,0.9741915659178293,0.48709597151170136,0.5444455941518148,200.00007741921252,"Austin Cannon","sa3065265",
"Danny Infante","EIU",22,5,0,0.2,0,0.4,0.4,1,1.4,0.6,0.14285714,0.333333333,-0.004495173692703247,1.6730991946864266,0.8332755612540382,0.5518877506256104,199.22030389266519,"Danny Infante","sa3034421",
"Drew Wyers","BRY",22,194,0.134020618,0.087628865,1.529411764,0.406896551,0.520618556,0.710344827,1.230963383,0.303448276,5.481097741427622,0.387096774,0.7934837862849236,60.27250621865134,29.736854743460228,0.5322525492034007,197.38405210584787,"Drew Wyers","sa3045647",
"Laken Tignor","GMU",,10,0.2,0.2,1,0.428571428,0.6,0.571428571,1.171428571,0.142857143,2.64285714,0.6,-0.016046175733208656,3.50456656352526,1.726968003668845,0.5650383710861206,197.15174408154002,"Laken Tignor","sa3066346",
"Konni Durschlag","HPU",,283,0.137809187,0.120141342,1.147058823,0.43438914,0.54609929,0.751131221,1.297230511,0.316742081,5.5764566221605225,0.462857142,0.10919366008602083,103.4711889457774,50.71605551064727,0.5592017875495532,196.1348255767561,"Konni Durschlag","sa3030698",
"Austin Hartsell","BC",22,3,0,0.333333333,0,0.5,0.666666666,0.5,1.166666666,0,2.64285714,1,-0.01932571269571781,1.0726394228587461,0.5225654713759733,0.5811210870742798,194.99913056550886,"Austin Hartsell","sa3033354",
"Raymond Velazquez","APSU",22,216,0.148148148,0.148148148,1,0.364161849,0.478873239,0.728323699,1.207196938,0.36416185,5.292856336579295,0.362903225,0.06469202507287264,62.68171209488896,30.47834140454319,0.5201112040331666,194.64332692875618,"Raymond Velazquez","sa3044431",
"Aidan Redahan","CCSU",,234,0.106837606,0.051282051,2.083333333,0.455,0.510729613,0.695,1.205729613,0.24,7.301219955298785,0.445652173,0.8760291337966919,75.7758562710349,36.786915465838135,0.5347621082747954,194.3521796338075,"Aidan Redahan","sa3040514",
"Logan Schmitt","QUC",23,33,0.242424242,0.333333333,0.727272727,0.36,0.515151515,0.64,1.155151515,0.28,3.7852806058232007,0.583333333,0.1398515421897173,9.558409795966059,4.638450384941011,0.5195371418288259,194.27822462410546,"Logan Schmitt","sa3041729",
"Kaleb Freeman","GAST",,276,0.221014492,0.206521739,1.070175438,0.349282296,0.503623188,0.732057416,1.235680604,0.38277512,7.195144771797003,0.416058394,1.2318407781422138,82.75947111490963,39.973610159194436,0.5331840413636055,193.42714921774856,"Kaleb Freeman","sa3031690",
"Jake Bollin","VILL",,13,0.076923076,0.153846153,0.5,0.363636363,0.461538461,0.909090909,1.37062937,0.545454546,0.14285714,0.285714285,-0.020480668172240257,4.296400239425475,2.0720575505073615,0.5483106145491967,193.15370157802343,"Jake Bollin","sa3027348",
"Quincy Sippio","LONG",,3,0.333333333,0,1,0,0.666666666,0,0.666666666,0,7.5,0,0.6004976057447493,1.0773300187031758,0.5180883215109838,0.5532368222872416,192.64121829830844,"Quincy Sippio","sa3042367",
"Sebastian Davila","UMES",,5,0.4,0.2,2,0.333333333,0.6,0.333333333,0.933333333,0,1.60119047125,0.5,-0.011797159910202026,1.5955353117883855,0.7624382860363179,0.5304226875305176,191.51854615589784,"Sebastian Davila","sa3066307",
"Kyle Fossum","YSU",22,274,0.167883211,0.193430656,0.867924528,0.381818181,0.496350364,0.777272727,1.273623091,0.395454546,4.511325403085793,0.417808219,-1.1566066859522834,88.80176835576768,42.39921557227846,0.5322901056195698,191.3725927323653,"Kyle Fossum","sa3031570",
"Javier Gorostola","FGCU",,79,0.075949367,0.139240506,0.545454545,0.428571428,0.487179487,0.657142857,1.144322344,0.228571429,5.396528954253666,0.482142857,0.07540676277130842,22.538490877315887,10.76040622668017,0.5149480295486939,191.35955926500645,"Javier Gorostola","sa3032506",
"Ryder Kirtley","VT",,6,0.333333333,0.166666666,2,0.5,0.666666666,0.5,1.166666666,0,2.64285714,0.666666666,-0.03865142539143562,2.095278766264005,0.9951308632984596,0.5723689397176107,190.45427988509513,"Ryder Kirtley","sa3059693",
"Wilfred Torres-Santiago","SPU",,12,0.333333333,0.25,1.333333333,0.285714285,0.583333333,0.428571428,1.011904761,0.142857143,1.60119047125,0.5,-0.016797335352748632,3.7058593745866952,1.7574769969621837,0.5287146419286728,190.2018524261607,"Wilfred Torres-Santiago","sa3066940",
"Ryan King","URI",21,31,0.096774193,0.129032258,0.75,0.375,0.5,0.833333333,1.333333333,0.458333333,2.8082064450904776,0.352941176,-0.6876423545181751,10.471323131828902,4.9607675962740165,0.5527749876181285,190.0230033844399,"Ryan King","sa3035414",
"Boston Smith","WRST",22,282,0.202127659,0.184397163,1.096153846,0.331730769,0.5,0.774038461,1.274038461,0.442307692,7.011992628416089,0.328244274,-1.9438323231879622,90.44219668117002,42.68482483830884,0.5291450174791472,189.3785047023885,"Boston Smith","sa3042491",
"Lathen Buzard","NWST",,5,0,0.6,0,0.25,0.4,1,1.4,0.75,0.14285714,0,-0.0036172170657664537,1.5478450205718917,0.729626655260269,0.542455506324768,189.17260797273684,"Lathen Buzard","sa3028183",
"Aiden Robbins","HALL",20,255,0.172549019,0.125490196,1.375,0.421568627,0.537254901,0.651960784,1.189215685,0.230392157,8.821531497031934,0.48192771,2.802181906532496,82.41368479125161,38.782347431704,0.5411038651185878,188.88645129557887,"Aiden Robbins","sa3040859",
"Jaret Nelson","FGCU",,117,0.196581196,0.307692307,0.638888888,0.336956521,0.478632478,0.695652173,1.174284651,0.358695652,5.954931085728294,0.468085106,0.6107668643817306,32.89847987646466,15.454987419194037,0.5106095635992849,188.60030442328218,"Jaret Nelson","sa3060132",
"Joe Tiroly","RID",,241,0.149377593,0.103734439,1.44,0.376884422,0.4813278,0.748743718,1.230071518,0.371859296,6.287129762421783,0.363057324,-1.0349703319370747,73.59153159369475,34.46151884306914,0.5252908114575746,188.06927578248275,"Joe Tiroly","sa3043858",
"Trey Swygart","PORT",,96,0.177083333,0.302083333,0.586206896,0.342465753,0.5,0.643835616,1.143835616,0.301369863,1.77480158375,0.5,0.11260471353307366,27.53186708436741,12.836912212236065,0.5078389799843231,187.35591448859077,"Trey Swygart","sa3060709",
"James Quinn-Irons","GMU",,298,0.130872483,0.154362416,0.847826086,0.419087136,0.523489932,0.734439834,1.257929766,0.315352698,8.197312724323906,0.469613259,2.2452972792088985,99.13972772744056,46.16729064371939,0.5478385196836203,187.15342012819522,"James Quinn-Irons","sa3040344",
"Ben Parker","W&M",24,273,0.109890109,0.12087912,0.909090909,0.406926406,0.498168498,0.683982683,1.182151181,0.277056277,8.311602878608118,0.443850267,0.10357414744794369,84.0475933448163,38.86475900269423,0.5215448695661384,186.01664673891923,"Ben Parker","sa3039445",
"Jack Gurevitch","USD",21,277,0.12635379,0.155234657,0.813953488,0.371179039,0.476534296,0.681222707,1.157757003,0.310043668,5.179578972824152,0.4,-0.5479632916394621,78.56000809334594,36.158940389383616,0.50453030740311,185.27837233213023,"Jack Gurevitch","sa3032859",
"Trey Rutledge","AAMU",,182,0.203296703,0.076923076,2.642857142,0.396825396,0.573033707,0.523809523,1.09684323,0.126984127,9.953463031837149,0.441441441,3.857012220658362,62.437261159528134,28.637431318868042,0.5450681026062268,184.72655470122552,"Trey Rutledge","sa3060456",
"Cadeyrn Ahearn","LEH",,12,0.25,0.166666666,1.5,0.333333333,0.5,0.666666666,1.166666666,0.333333333,2.64285714,0.333333333,-0.033752298913896084,3.5055023891790675,1.601192103133993,0.5251402755578359,184.08252136574833,"Cadeyrn Ahearn","sa3058466",
"Kevin Fedoruk","UCR",,4,0.25,0.25,1,0.333333333,0.5,0.666666666,1.166666666,0.333333333,2.64285714,0.5,0.0019685435108840466,1.12656281657247,0.511414629888815,0.5200613141059875,183.13681824308367,"Kevin Fedoruk","sa3059169",
"Jake Casey","KENT",22,269,0.137546468,0.208178438,0.660714285,0.35576923,0.5,0.735576923,1.235576923,0.379807693,8.686217169445241,0.422222222,-1.1626184975611977,84.32932943732426,38.04555075497314,0.5290355126359569,182.20061507095713,"Jake Casey","sa3028574",
"Hayden Jatczak","KENT",23,269,0.171003717,0.137546468,1.243243243,0.375586854,0.490706319,0.769953051,1.26065937,0.394366197,8.14793951878385,0.390243902,0.6911906946916133,84.23506303004314,37.95128434769202,0.5286908561855443,181.99694456270393,"Hayden Jatczak","sa3059585",
"Eddie Madrigal","SMC",,292,0.09589041,0.119863013,0.8,0.367768595,0.462068965,0.698347107,1.160416072,0.330578512,6.96060384394173,0.359788359,1.4786011050455272,81.2160928106984,36.51893840796556,0.49883628528693624,181.7030499949069,"Eddie Madrigal","sa3036840",
"Patrick Keighran","SF",,193,0.124352331,0.264248704,0.470588235,0.348387096,0.47150259,0.670967741,1.142470331,0.322580645,6.312229435714285,0.451612903,2.7926133645232767,53.493442968331344,23.950460777483944,0.49782790822686307,181.06988191904318,"Patrick Keighran","sa3035164",
"Emmett Coco","WAG",,12,0.083333333,0.166666666,0.5,0.4,0.5,0.6,1.1,0.2,0.76785714,0.5,-0.015729546546936035,3.610061963234087,1.6106291014291245,0.51363205909729,180.55429778097925,"Emmett Coco","sa3029089",
"Mathew Kosuda","W&M",,29,0.103448275,0.206896551,0.5,0.4,0.48275862,0.68,1.16275862,0.28,2.64285714,0.5,-0.07727709878236055,8.661361117860867,3.8617193745585214,0.5120950259011368,180.45849213532142,"Mathew Kosuda","sa3059717",
"Bryce Calloway","UNO",,244,0.12704918,0.245901639,0.516666666,0.390243902,0.483606557,0.721951219,1.205557776,0.331707317,4.836515292441607,0.484375,-1.2314323168247938,71.93357605284632,32.00451982563914,0.5265903360530978,180.15345928419825,"Bryce Calloway","sa3028288",
"Hunter High","TENN",21,15,0.333333333,0.333333333,1,0.333333333,0.6,0.666666666,1.266666666,0.333333333,6.349873113840477,0.666666666,0.1417781114578247,4.994167160435227,2.2203752363162312,0.5546476642290751,180.04837049994154,"Hunter High","sa3033797",
"Adrian Dominguez","UNO",21,80,0.1875,0.125,1.5,0.393442622,0.531645569,0.606557377,1.138202946,0.213114755,0.5313706524999999,0.448979591,-0.11936816317029297,23.566049005411564,10.4745551604256,0.5263386678092087,180.01038906982606,"Adrian Dominguez","sa3059067",
"Arrington Eason","SOU",,31,0.129032258,0.258064516,0.5,0.391304347,0.548387096,0.565217391,1.113604487,0.173913044,9.680439213426586,0.6,0.32247685827314854,10.355913202695463,4.598799328736875,0.5371889568144276,179.8802912261095,"Arrington Eason","sa3059108",
"Vance Bonior","MASS",,7,0.142857142,0,1,0.25,0.571428571,0.5,1.071428571,0.25,2.64285714,0.25,-0.009627705439925194,2.2369075475530575,0.9925885556535674,0.5351363675934928,179.76962194704998,"Vance Bonior","sa3066294",
"Sean OLeary","UML",,39,0.102564102,0.153846153,0.666666666,0.382352941,0.461538461,0.705882352,1.167420813,0.323529411,2.1964285649999997,0.4,-0.06323374062776566,11.033929564758273,4.895319216652842,0.5037923271839435,179.74637481533085,"Sean OLeary","sa3039099",
"Beau Ankeney","LMU",22,274,0.109489051,0.193430656,0.566037735,0.358078602,0.452554744,0.711790393,1.164345137,0.353711791,5.96669610456236,0.382165605,0.6489682737737894,75.30961828314163,33.36776791893341,0.49541884965270105,179.55721464165146,"Beau Ankeney","sa3026106",
"Tommy Martin","YALE",,190,0.152631578,0.147368421,1.035714285,0.305343511,0.502702702,0.526717557,1.029420259,0.221374046,4.09719141249985,0.353535353,-4.082113413605839,50.98034439395211,22.47374085496208,0.4876105785369873,178.83696429924925,"Tommy Martin","sa3037211",
"Armani Raygoza","RGV",,243,0.106995884,0.164609053,0.65,0.389423076,0.477366255,0.716346153,1.193712408,0.326923077,3.3741960068867374,0.423841059,0.10338820656761527,70.95043565232143,31.185023098176572,0.523545451615573,178.4224809832284,"Armani Raygoza","sa3040491",
"Roch Cholowsky","UCLA",20,300,0.146666666,0.093333333,1.571428571,0.369565217,0.5,0.760869565,1.260869565,0.391304348,6.3165429748028945,0.336956521,0.8788088927976787,93.01191571948826,40.607716178873176,0.530742207368215,177.48943125712813,"Roch Cholowsky","sa3028866",
"Caleb Hammond","HPU",,21,0.19047619,0.238095238,0.8,0.3125,0.476190476,0.875,1.351190476,0.5625,2.64285714,0.25,0.0017415888141840696,6.940527858661056,3.025835978315711,0.5270336809612456,177.2943585549517,"Caleb Hammond","sa3065802",
